Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_available,Ratings,Route_name,Route_link
Bihar state road transport corporation (BSRTC) - 142944,Non AC Seater (2+2),06:00,10:30,04h 30m,INR 230,31 Seats available,"3.7
86",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Bihar state road transport corporation (BSRTC) - 147264,AC Seater (2+2),06:30,10:30,04h 00m,INR 275,21 Seats available,"4.0
153",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Bihar state road transport corporation (BSRTC) - 146158,Non AC Seater (2+2),09:00,13:00,04h 00m,INR 230,32 Seats available,"3.7
20",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Bihar state road transport corporation (BSRTC) - 150571,Non AC Seater (2+2),21:20,01:00,03h 40m,INR 230,33 Seats available,"4.0
12",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Saurabh Travels,A/C Seater Push Back (2+2),10:30,14:00,03h 30m,INR 350,42 Seats available,1.0,Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Siddhi Vinayak (BSRTC U/T),Non AC Seater (2+2),12:15,16:15,04h 00m,INR 220,35 Seats available,2.2,Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Ramna Travels,NON A/C Seater (2+2),12:45,16:00,03h 15m,INR 240,7 Seats available,"1.3
8",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Siddhi Vinayak (BSRTC U/T),Non AC Seater (2+2),15:30,19:30,04h 00m,INR 220,35 Seats available,"2.2
4",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),22:00,04:00,06h 00m,495,54 Seats available,"4.5
4",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),22:20,03:15,04h 55m,495,54 Seats available,3.1,Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),09:30,14:00,04h 30m,405,60 Seats available,"2.0
5",Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Panwar Travels,A/C Sleeper (2+1),10:04,15:40,05h 36m,2850,36 Seats available,2.7,Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),13:00,16:30,03h 30m,INR 1999,40 Seats available,1.2,Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),13:53,19:20,05h 27m,INR 400,12 Seats available,1.1,Patna (Bihar) to Motihari,https://www.redbus.in/bus-tickets/patna-to-motihari
Bihar state road transport corporation (BSRTC) - 142944,Non AC Seater (2+2),06:00,11:00,05h 00m,INR 285,31 Seats available,"3.3
144",Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Bihar state road transport corporation (BSRTC) - 147264,AC Seater (2+2),06:30,12:35,06h 05m,INR 331,21 Seats available,"3.4
156",Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Bihar state road transport corporation (BSRTC) - 146158,Non AC Seater (2+2),09:00,15:00,06h 00m,INR 285,32 Seats available,"3.5
31",Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Jai Mata Di,AC Seater (2+2),05:40,12:05,06h 25m,405,41 Seats available,3.7,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Jai Mata Di,AC Seater (2+2),05:43,12:00,06h 17m,405,41 Seats available,"3.7
2",Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Jai Mata Di,AC Seater (2+2),05:45,11:50,06h 05m,405,41 Seats available,3.7,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Jai Mata Di,AC Seater (2+2),05:47,12:03,06h 16m,405,41 Seats available,3.7,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),22:20,05:00,06h 40m,495,54 Seats available,"3.6
46",Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),22:40,04:00,05h 20m,INR 450,25 Seats available,"3.4
19",Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Saurabh Travels,A/C Seater Push Back (2+2),07:00,12:30,05h 30m,INR 450,42 Seats available,1.0,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Saurabh Travels,A/C Seater Push Back (2+2),07:12,12:30,05h 18m,INR 450,42 Seats available,1.0,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Saurabh Travels,A/C Seater Push Back (2+2),07:20,12:30,05h 10m,INR 450,42 Seats available,1.0,Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),09:30,16:00,06h 30m,450,60 Seats available,"2.7
16",Patna (Bihar) to Bettiah,https://www.redbus.in/bus-tickets/patna-to-bettiah
Bihar state road transport corporation (BSRTC) - 146214,AC Seater (2+2),09:20,16:00,06h 40m,INR 331,22 Seats available,"3.3
106",Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Bihar state road transport corporation (BSRTC) - 146159,Non AC Seater (2+2),14:30,19:30,05h 00m,INR 285,31 Seats available,"2.9
97",Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Bihar state road transport corporation (BSRTC) - 170674,Non AC Seater (2+2),20:30,02:00,05h 30m,INR 285,23 Seats available,"2.8
15",Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Jai Mata Di,AC Seater (2+2),12:30,18:50,06h 20m,405,41 Seats available,4.1,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Jai Mata Di,AC Seater (2+2),12:39,18:45,06h 06m,405,41 Seats available,4.1,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Jai Mata Di,AC Seater (2+2),12:41,19:05,06h 24m,405,41 Seats available,4.1,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Jai Mata Di,AC Seater (2+2),12:44,19:00,06h 16m,405,41 Seats available,4.1,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),22:00,05:00,07h 00m,INR 500,9 Seats available,"3.1
13",Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Vivek Travels,A/C Seater (2+2),06:30,13:00,06h 30m,INR 400,45 Seats available,1.0,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Vivek Travels,A/C Seater / Sleeper (2+2),06:45,13:46,07h 01m,INR 400,72 Seats available,1.0,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Saurabh Travels,A/C Seater Push Back (2+2),09:13,16:00,06h 47m,INR 450,42 Seats available,1.0,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Jai Hanuman Travels,A/C Seater / Sleeper (2+2),09:55,16:50,06h 55m,450,54 Seats available,1.8,Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
V.I.P Travels,A/C Seater / Sleeper (2+2),10:10,16:10,06h 00m,INR 350,51 Seats available,"1.0
5",Bettiah to Patna (Bihar),https://www.redbus.in/bus-tickets/bettiah-to-patna
Bihar state road transport corporation (BSRTC) - 152154,Volvo AC Seater 2+2,16:30,08:30,16h 00m,INR 1200,10 Seats available,"3.5
347",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Bihar state road transport corporation (BSRTC) - 117799,Volvo A/C Sleeper (2+1),19:10,11:59,16h 49m,INR 1500,2 Seats available,"3.3
106",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Chandani Travels,A/C Seater / Sleeper (2+2),18:00,10:00,16h 00m,1259,17 Seats available,"1.9
15",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Rajdhani Express,A/C Seater / Sleeper (2+2),15:00,07:00,16h 00m,1424,28 Seats available,"2.0
18",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Travel Point World LLP,A/C Seater / Sleeper (2+2),20:20,10:50,14h 30m,1709,38 Seats available,"2.3
6",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Panwar tour and Travels,A/C Seater / Sleeper (2+1),15:40,09:30,17h 50m,1575,28 Seats available,"1.5
11",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Rajdhani Express,A/C Seater / Sleeper (2+2),16:00,09:00,17h 00m,1614,18 Seats available,"1.5
5",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),19:00,11:49,16h 49m,INR 1500,57 Seats available,"1.2
12",Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Ashok Travels,A/C Seater / Sleeper (2+2),19:00,11:00,16h 00m,1989,20 Seats available,2.3,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Panwar tour and Travels,A/C Seater / Sleeper (2+1),15:45,09:30,17h 45m,1755,30 Seats available,1.5,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Jay Maa Kali Travels,Bharat Benz A/C Seater / Sleeper (2+2),16:00,08:30,16h 30m,INR 3000,56 Seats available,1.9,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
ROYAL TRAVELS AND CARGO,A/C Seater/Sleeper (2+1),17:30,08:30,15h 00m,INR 1296,25 Seats available,1.9,Gopalganj (Bihar) to Delhi,https://www.redbus.in/bus-tickets/gopalganj-to-delhi
Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),05:30,07:30,02h 00m,INR 158,33 Seats available,"2.7
20",Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Bihar state road transport corporation (BSRTC) - 160830,Non AC Seater (2+3),21:30,00:01,02h 31m,INR 129,52 Seats available,"1.0
4",Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),05:26,07:26,02h 00m,INR 130,42 Seats available,"5.0
1",Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),05:35,07:35,02h 00m,INR 130,42 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),06:00,07:35,01h 35m,INR 130,42 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),08:15,10:15,02h 00m,INR 130,41 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),11:40,13:40,02h 00m,INR 130,42 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),11:50,13:50,02h 00m,INR 130,42 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Aman Rath,A/C Seater / Sleeper (2+1),20:45,22:45,02h 00m,450,13 Seats available,3.9,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),11:55,13:55,02h 00m,INR 130,42 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),11:55,13:55,02h 00m,INR 130,42 Seats available,"5.0
1",Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Rohit Sewa,NON A/C Seater (2+2),12:00,14:00,02h 00m,INR 130,42 Seats available,3.0,Patna (Bihar) to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/patna-to-muzaffarpur
Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,18:00,07:00,13h 00m,INR 1170,27 Seats available,"3.3
24",Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Bihar state road transport corporation (BSRTC) - 117806,Volvo AC Seater 2+2,20:45,10:00,13h 15m,INR 1100,22 Seats available,"2.9
7",Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Panwar Travels,A/C Seater / Sleeper (2+1),21:00,17:30,20h 30m,2375,21 Seats available,2.7,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Maa kali Travels,A/C Seater / Sleeper (2+2),21:25,12:45,15h 20m,INR 1900,39 Seats available,1.0,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),21:30,15:30,0-6h 00m,INR 1500,40 Seats available,1.2,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),18:00,09:00,15h 00m,INR 1899,47 Seats available,1.2,Agra to Motihari,https://www.redbus.in/bus-tickets/agra-to-motihari
Bihar state road transport corporation (BSRTC) - 152154,Volvo AC Seater 2+2,15:30,01:00,09h 30m,INR 800,13 Seats available,"4.5
26",Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Bihar state road transport corporation (BSRTC) - 117799,Volvo A/C Sleeper (2+1),17:20,03:25,10h 05m,INR 1050,4 Seats available,"2.9
5",Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),16:55,04:14,11h 19m,INR 849,44 Seats available,"3.1
33",Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Panwar Travels,A/C Seater / Sleeper (2+1),21:35,06:20,08h 45m,808,32 Seats available,"4.3
9",Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Panwar Travels,A/C Sleeper (2+1),15:40,01:40,10h 00m,2850,36 Seats available,4.3,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),17:35,03:00,09h 25m,INR 1500,58 Seats available,1.7,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Travel Point World LLP,A/C Seater / Sleeper (2+2),18:20,03:20,09h 00m,1709,38 Seats available,1.6,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),15:00,01:00,10h 00m,INR 1899,47 Seats available,1.2,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Shree Balajee Travels And Cargo,A/C Sleeper (2+1),21:31,04:01,06h 30m,INR 1999,36 Seats available,1.2,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),16:30,23:30,07h 00m,INR 1500,40 Seats available,1.2,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Maa kali Travels,A/C Seater / Sleeper (2+2),13:55,00:25,10h 30m,INR 1599,38 Seats available,1.0,Motihari to Lucknow,https://www.redbus.in/bus-tickets/motihari-to-lucknow
Bihar state road transport corporation (BSRTC) - 152154,Volvo AC Seater 2+2,15:30,05:00,13h 30m,INR 1206,13 Seats available,"4.3
11",Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Bihar state road transport corporation (BSRTC) - 117799,Volvo A/C Sleeper (2+1),17:20,08:00,14h 40m,INR 1400,10 Seats available,"4.0
6",Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Panwar Travels,A/C Sleeper (2+1),15:40,06:15,14h 35m,2850,35 Seats available,2.7,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),17:35,07:30,13h 55m,INR 1500,57 Seats available,1.7,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Travel Point World LLP,A/C Seater / Sleeper (2+2),18:20,06:50,12h 30m,1709,38 Seats available,1.6,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),15:00,06:43,15h 43m,INR 1899,47 Seats available,1.2,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),16:30,06:00,13h 30m,INR 1500,40 Seats available,1.2,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
Maa kali Travels,A/C Seater / Sleeper (2+2),13:55,05:55,16h 00m,INR 1599,38 Seats available,1.0,Motihari to Agra,https://www.redbus.in/bus-tickets/motihari-to-agra
